year,democrat,republic,other,codecounty
2000,1525,827,29,21063
2000,1591,3033,86,21065
2000,47277,54495,3705,21067
2000,1813,3282,84,21069
2000,10088,5068,238,21071
2000,10853,10209,592,21073
2000,1452,1293,43,21075
2000,1049,1345,65,21077
2000,1713,4043,67,21079
2000,2568,4405,130,21081
2000,6097,7849,285,21083
2000,2604,5843,111,21085
2000,1085,3615,56,21087
2000,7164,7233,266,21089
2000,1508,2032,70,21091
2000,11095,18964,631,21093
2000,5365,4980,190,21095
2000,2658,3793,160,21097
2000,2201,3725,93,21099
2000,8054,7698,287,21101
2000,2117,3244,112,21103
2000,940,1151,33,21105
2000,6734,9490,265,21107
2000,701,4079,75,21109
2000,149901,145052,7409,21111
2000,4633,10074,354,21113
2000,3251,4783,146,21115
2000,19100,35363,1786,21117
2000,4349,2029,80,21119
2000,3690,6058,162,21121
2000,1727,3384,68,21123
2000,4856,13029,235,21125
2000,2258,2969,80,21127
2000,836,1893,35,21129
2000,1210,3159,65,21131
2000,4698,4092,195,21133
2000,1293,3217,58,21135
2000,2678,4795,124,21137
2000,2022,2118,90,21139
2000,3885,5344,103,21141
2000,1680,1688,52,21143
2000,9309,13682,675,21151
2000,2603,2785,65,21153
2000,2778,3259,139,21155
2000,6203,7294,264,21157
2000,1714,2667,75,21159
2000,2178,3572,123,21161
2000,11412,14745,532,21145
2000,1418,3321,60,21147
2000,1747,2219,56,21149
2000,3596,5319,156,21163
2000,1038,1170,41,21165
2000,3092,5362,178,21167
2000,1318,2476,55,21169
2000,1158,4377,34,21171
2000,3833,4534,152,21173
2000,1875,2295,70,21175
2000,6295,5518,143,21177
2000,5481,7714,293,21179
2000,994,1613,66,21181
2000,3303,5413,166,21183
2000,6236,13580,452,21185
2000,1394,2582,94,21187
2000,339,1466,21,21189
2000,1670,3044,89,21191
2000,5514,5300,186,21193
2000,13611,11005,319,21195
2000,2008,2258,96,21197
2000,5415,15845,281,21199
2000,341,630,27,21201
2000,1174,3992,81,21203
2000,3505,3546,175,21205
2000,1710,5268,96,21207
2000,5472,7952,362,21209
2000,4435,8068,235,21211
2000,2583,3169,72,21213
2000,1554,3150,68,21215
2000,2790,6151,110,21217
2000,1496,2646,45,21219
2000,2110,3130,104,21221
2000,1181,1837,63,21223
2000,2547,2749,72,21225
2000,12180,20235,560,21227
2000,1458,3044,86,21229
2000,2312,4069,93,21231
2000,2388,2599,85,21233
2000,4101,7502,171,21235
2000,1136,1267,22,21237
2000,3995,5890,252,21239
2000,8892,13814,532,22001
2000,3914,4035,343,22003
2000,13385,16818,641,22005
2000,5222,4388,443,22007
2000,6701,7329,623,22009
2000,3958,7862,385,22011
2000,3413,3269,324,22013
2000,11933,23224,758,22015
2000,47530,46807,1302,22017
2000,33919,38086,1631,22019
2000,1359,2817,152,22021
2000,1435,2593,155,22023
2000,1718,2912,135,22025
2000,2721,3384,176,22027
2000,3569,4627,303,22029
2000,5036,5260,300,22031
2000,76516,89128,3345,22033
2000,1876,1280,89,22035
2000,3870,4051,178,22037
2000,5763,7290,559,22039
2000,2792,5363,201,22041
2000,2099,4784,172,22043
2000,11762,17236,1022,22045
2000,8355,5573,575,22047
2000,2582,4347,177,22049
2000,70411,105003,3737,22051
2000,5162,6945,439,22053
2000,1397,4564,147,22059
2000,27190,48491,2612,22055
2000,14627,18575,1247,22057
2000,6851,9246,454,22061
2000,11008,24889,968,22063
2000,2489,2127,127,22065
2000,5289,6641,391,22067
2000,6924,7332,601,22069
2000,137630,39404,4187,22071
2000,21457,35107,1647,22073
2000,4425,6302,204,22075
2000,5813,4710,309,22077
2000,18898,28831,1295,22079
2000,2177,2200,145,22081
2000,3282,4895,308,22083
2000,2846,5754,262,22085
2000,11682,16255,684,22087
2000,8918,11981,611,22089
2000,3059,1965,230,22091
2000,6523,3813,369,22093
2000,9745,7423,545,22095
2000,18067,15449,635,22097
2000,9853,9961,964,22099
2000,9851,11325,634,22101
2000,22722,59193,1822,22103
2000,15843,20421,891,22105
2000,1580,1330,100,22107
2000,14414,21314,947,22109
2000,3205,5772,366,22111
2000,8704,12495,1036,22113
2000,4655,8794,378,22115
2000,7399,8983,505,22117
2000,7197,9420,473,22119
2000,5058,4924,187,22121
2000,1319,3220,136,22123
2000,2187,2512,161,22125
2000,2167,4028,166,22127
2000,26251,19948,3046,23001
2000,17196,16555,1392,23003
2000,74203,58543,9874,23005
2000,7593,6459,1396,23007
2000,12983,12732,2859,23009
2000,31198,23967,3742,23011
2000,9453,8968,2080,23013
2000,8634,9457,1580,23015
2000,13649,11835,2009,23017
2000,32868,35620,4718,23019
2000,3745,4845,666,23021
2000,8844,8052,1510,23023
2000,11538,10684,1729,23025
2000,8477,8689,1972,23027
2000,6701,7958,1049,23029
2000,46618,42304,5628,23031
2000,10894,14656,821,24001
2000,89624,104209,6824,24003
2000,160635,133033,10416,24005
2000,158765,27150,6489,24510
2000,12986,16004,816,24009
2000,3396,5300,256,24011
2000,20146,41742,2139,24013
2000,12327,15494,1055,24015
2000,21873,21768,951,24017
2000,5232,5847,313,24019
2000,30725,45350,2586,24021
2000,2872,7514,269,24023
2000,35665,52862,2897,24025
2000,58556,49809,4414,24027
2000,3627,4155,303,24029
2000,232453,124580,14655,24031
2000,216119,49987,5803,24033
2000,6257,9970,534,24035
2000,3785,3609,210,24039
2000,11912,16856,733,24037
2000,5854,8874,506,24041
2000,18221,27948,1301,24043
2000,14469,16338,988,24045
2000,9389,10742,622,24047
2000,62363,49686,9037,25001
2000,37934,15805,5672,25003
2000,136325,62848,12164,25005
2000,5474,2315,1067,25007
2000,178400,110010,21923,25009
2000,17945,10176,5245,25011
2000,100103,59558,12432,25013
2000,38543,19202,10881,25015
2000,404043,198914,54091,25017
2000,2874,1624,428,25019
2000,188450,107033,21694,25021
2000,115376,82751,13450,25023
2000,154888,44441,17671,25025
2000,173769,114139,22240,25027
2000,2696,3152,149,26001
2000,2071,2142,153,26003
2000,15495,28197,1199,26005
2000,7053,6769,310,26007
2000,4329,6780,398,26009
2000,3685,3421,161,26011
2000,1400,1836,157,26013
2000,9769,15716,759,26015
2000,28251,22150,1235,26017
2000,3546,4172,354,26019
2000,28152,35689,1400,26021
2000,6691,8743,349,26023
2000,27312,26291,1477,26025
2000,8808,10545,472,26027
2000,4958,7018,511,26029
2000,5484,6815,318,26031
2000,6370,7526,458,26033
2000,6287,5937,383,26035
2000,13394,18054,751,26037
2000,2790,3345,229,26039
2000,7970,8871,475,26041
2000,5533,6932,367,26043
2000,23211,24803,1258,26045
2000,5451,8602,658,26047
2000,119833,66641,4391,26049
2000,5573,5743,313,26051
2000,4066,3929,344,26053
2000,14371,22358,1500,26055
2000,6538,8312,329,26057
2000,6495,10483,495,26059
2000,5688,7895,633,26061
2000,6899,8911,285,26063
2000,69231,47314,4050,26065
2000,9481,13915,574,26067
2000,6505,6345,372,26069
2000,3014,2967,207,26071
2000,10228,10053,788,26073
2000,28160,32066,1720,26075
2000,48807,48254,3595,26077
2000,2774,3842,233,26079
2000,95442,148602,6274,26081
2000,540,740,63,26083
2000,2584,1961,148,26085
2000,15749,20351,1134,26087
2000,4635,6840,534,26089
2000,18365,20681,1047,26091
2000,28780,44637,2058,26093
2000,956,1480,100,26095
2000,2533,3272,165,26097
2000,172625,164265,8669,26099
2000,5639,5401,388,26101
2000,15503,12577,1099,26103
2000,5579,7066,371,26105
2000,6300,8072,382,26107
2000,4597,5529,308,26109
2000,15959,21887,1042,26111
2000,2062,4274,160,26113
2000,31555,28940,1300,26115
2000,9627,12696,581,26117
2000,2139,2750,120,26119
2000,37865,30028,1377,26121
2000,7677,11399,481,26123
2000,281201,274319,14745,26125
2000,4597,5913,262,26127
2000,4896,4706,253,26129
2000,1514,2472,165,26131
2000,4006,5680,244,26133
2000,1677,2207,108,26135
2000,4034,6108,363,26137
2000,29600,78703,2296,26139
2000,3242,3660,178,26141
2000,6433,6190,305,26143
2000,50825,41152,1779,26145
2000,7153,10966,447,26151
2000,2036,2088,74,26153
2000,15520,15816,882,26155
2000,33002,33571,1943,26147
2000,8574,12906,544,26149
2000,10845,13213,594,26157
2000,13796,14792,894,26159
2000,86647,52459,5834,26161
2000,530414,223021,15192,26163
2000,5326,7215,441,26165
2000,3830,3755,675,27001
2000,68008,69256,8355,27003
2000,5253,8152,928,27005
2000,7301,8346,1570,27007
2000,6009,7663,1236,27009
2000,1430,1370,180,27011
2000,12329,12942,2131,27013
2000,4650,7370,814,27015
2000,8620,5578,883,27017
2000,12462,20790,1769,27019
2000,5534,7134,925,27021
2000,2952,2977,423,27023
2000,9593,10937,1457,27025
2000,10128,11712,1518,27027
2000,1466,2137,221,27029
2000,1171,1295,354,27031
2000,2503,3369,309,27033
2000,11255,15035,1838,27035
2000,85446,87250,9553,27037
2000,3370,4213,467,27039
2000,6352,9811,1042,27041
2000,3624,4336,464,27043
2000,5020,4646,557,27045
2000,8514,6843,782,27047
2000,9981,10852,1424,27049
2000,1507,1804,313,27051
2000,307599,225657,40590,27053
2000,4502,5077,588,27055
2000,3632,5307,674,27057
2000,6247,7668,1014,27059
2000,10583,9545,1586,27061
2000,2364,2773,301,27063
2000,2831,3480,500,27065
2000,8220,10026,1039,27067
2000,1107,1353,177,27069
2000,2903,3523,453,27071
2000,2244,1941,268,27073
2000,3579,2465,519,27075
2000,848,1216,123,27077
2000,5361,6138,832,27079
2000,1590,1513,181,27081
2000,4737,6087,665,27083
2000,921,1122,181,27087
2000,1910,2912,377,27089
2000,4166,5686,519,27091
2000,5609,8782,1003,27085
2000,4402,5520,750,27093
2000,4376,5223,654,27095
2000,5274,8197,1206,27097
2000,10693,6873,914,27099
2000,2093,2407,253,27101
2000,7041,7221,1065,27103
2000,3760,4766,346,27105
2000,1575,1808,258,27107
2000,25822,30641,2929,27109
2000,9844,16963,1704,27111
2000,2458,3380,482,27113
2000,6148,5854,1066,27115
2000,1970,2693,231,27117
2000,5764,7609,767,27119
2000,2771,2808,408,27121
2000,138470,87669,18139,27123
2000,830,1090,170,27125
2000,2681,4589,478,27127
2000,3533,4036,553,27129
2000,13140,10876,2005,27131
2000,2081,2772,157,27133
2000,2128,4695,343,27135
2000,64237,35420,7807,27137
2000,17503,23954,2336,27139
2000,12109,16813,1913,27141
2000,2687,4087,561,27143
2000,24800,32402,5274,27145
2000,6900,8223,943,27147
2000,2434,2831,487,27149
2000,2698,2376,363,27151
2000,4132,6031,929,27153
2000,884,1074,148,27155
2000,4522,5245,764,27157
2000,2251,3733,398,27159
2000,3694,4608,562,27161
2000,49637,51502,5870,27163
2000,2258,2562,314,27165
2000,1046,2032,227,27167
2000,11069,10773,2076,27169
2000,16762,23861,2743,27171
2000,2528,2598,389,27173
2000,8065,6691,123,28001
2000,5059,7254,325,28003
2000,2673,3677,58,28005
2000,2922,4206,45,28007
2000,1886,1561,34,28009
2000,8436,4847,255,28011
2000,2251,3448,59,28013
2000,1726,3165,33,28015
2000,3519,3549,107,28017
2000,1278,2398,43,28019
2000,3670,883,62,28021
2000,2368,4503,48,28023
2000,4515,3570,80,28025
2000,5662,3695,196,28027
2000,4845,5643,99,28029
2000,2623,4180,78,28031
2000,9586,24879,471,28033
2000,8500,13281,470,28035
2000,1486,2427,40,28037
2000,1977,5143,164,28039
2000,1317,3082,37,28041
2000,4163,5129,93,28043
2000,4801,9326,421,28045
2000,19142,32256,1218,28047
2000,46789,37753,3228,28049
2000,5447,1937,38,28051
2000,2288,1628,28,28053
2000,555,366,20,28055
2000,2994,5424,146,28057
2000,14193,30068,846,28059
2000,3104,3294,49,28061
2000,2786,600,22,28063
2000,2835,2437,45,28065
2000,7713,16341,286,28067
2000,2311,1915,35,28069
2000,5139,7081,458,28071
2000,3478,12795,329,28073
2000,8412,17315,243,28075
2000,2841,3674,72,28077
2000,2793,4114,45,28079
2000,9142,15551,401,28081
2000,6401,4626,249,28083
2000,4358,8540,102,28085
2000,7537,11404,289,28087
2000,10416,19109,334,28089
2000,4114,6796,88,28091
2000,7735,4723,134,28093
2000,5783,7397,180,28095
2000,2187,2630,32,28097
2000,2563,6409,94,28099
2000,2147,5540,51,28101
2000,3383,1530,41,28103
2000,6443,7959,402,28105
2000,5880,5424,85,28107
2000,4611,11575,291,28109
2000,1285,3026,48,28111
2000,6544,7464,158,28113
2000,2771,6601,138,28115
2000,3287,5101,94,28117
2000,2103,1280,30,28119
2000,8050,32983,402,28121
2000,3548,5601,57,28123
2000,1706,1074,123,28125
2000,3227,6254,93,28127
2000,1620,4838,70,28129
2000,1677,3702,144,28131
2000,4981,3369,65,28133
2000,3041,2428,54,28135
2000,3441,5148,104,28137
2000,2908,5381,114,28139
2000,2747,4122,123,28141
2000,1539,792,35,28143
2000,3094,6087,130,28145
2000,2356,3476,63,28147
2000,7485,10892,246,28149
2000,10405,7367,556,28151
2000,2981,4635,89,28153
2000,1426,3069,50,28155
2000,2551,1423,124,28157
2000,3672,4645,51,28159
2000,2674,2470,84,28161
2000,4997,5254,265,28163
2000,4101,6050,401,29001
2000,2795,4257,222,29003
2000,1013,1798,60,29005
2000,4551,5256,178,29007
2000,4135,7885,348,29009
2000,1424,3836,106,29011
2000,3386,4245,161,29013
2000,3150,4218,166,29015
2000,1692,3487,115,29017
2000,28811,28426,2372,29019
2000,17085,16423,1243,29021
2000,4996,9111,290,29023
2000,1488,2220,142,29025
2000,6708,8238,362,29027
2000,6323,10358,418,29029
2000,9334,19832,693,29031
2000,1620,2880,81,29033
2000,997,1730,81,29035
2000,14921,20113,835,29037
2000,1979,3530,154,29039
2000,1792,2300,62,29041
2000,7896,14824,508,29043
2000,1812,1899,91,29045
2000,39084,39083,2006,29047
2000,3994,4323,214,29049
2000,12056,20167,552,29051
2000,2567,4072,151,29053
2000,3350,4754,198,29055
2000,1193,2468,91,29057
2000,2311,3723,185,29059
2000,1367,2011,116,29061
2000,1562,2363,124,29063
2000,1839,3996,153,29065
2000,1546,3599,136,29067
2000,4947,5426,152,29069
2000,16172,21863,1159,29071
2000,2257,4190,182,29073
2000,1271,1771,63,29075
2000,41091,59178,2657,29077
2000,1563,2976,169,29079
2000,1328,2552,111,29081
2000,4459,5120,199,29083
2000,1961,2172,105,29085
2000,871,1738,53,29087
2000,1944,2414,154,29089
2000,4641,9018,416,29091
2000,2044,2237,133,29093
2000,160419,104418,7225,29095
2000,11737,24899,845,29097
2000,38616,36766,1822,29099
2000,6926,9339,522,29101
2000,787,1226,42,29103
2000,4183,8556,307,29105
2000,6343,7849,328,29107
2000,4235,8305,363,29109
2000,2023,2388,73,29111
2000,6961,8549,403,29113
2000,2646,3246,118,29115
2000,2425,3709,142,29117
2000,2817,4232,126,29121
2000,1828,2460,85,29123
2000,1554,2216,84,29125
2000,4993,6550,169,29127
2000,1866,4460,203,29119
2000,555,1250,37,29129
2000,3217,5945,194,29131
2000,2756,2395,64,29133
2000,2176,3764,125,29135
2000,1860,2175,59,29137
2000,2092,3106,105,29139
2000,3235,4460,186,29141
2000,3738,3416,112,29143
2000,6447,14232,483,29145
2000,3553,5161,335,29147
2000,1568,2521,144,29149
2000,1938,4154,86,29151
2000,1432,2663,197,29153
2000,3245,2750,65,29155
2000,2085,4667,151,29157
2000,5855,9533,367,29159
2000,6262,9444,440,29161
2000,3557,3648,146,29163
2000,15325,17785,944,29165
2000,3606,6430,258,29167
2000,3800,6531,200,29169
2000,708,1593,33,29171
2000,2033,2446,63,29173
2000,4116,4844,226,29175
2000,4970,4517,260,29177
2000,1298,1762,71,29179
2000,1820,3121,124,29181
2000,4585,4572,198,29195
2000,808,1159,39,29197
2000,790,1335,54,29199
2000,6452,8999,253,29201
2000,1430,2245,106,29203
2000,1262,1936,59,29205
2000,53806,72114,2766,29183
2000,1866,2731,142,29185
2000,9075,9327,439,29187
2000,96557,24799,3396,29510
2000,250631,224689,11564,29189
2000,3600,3505,206,29186
2000,4476,7727,251,29207
2000,4055,7793,303,29209
2000,1127,1877,60,29211
2000,5092,9647,373,29213
2000,3486,6136,310,29215
2000,3156,4985,267,29217
2000,4524,5979,237,29219
2000,4047,4020,198,29221
2000,2387,3346,115,29223
2000,4174,7350,356,29225
2000,469,651,38,29227
2000,2250,5391,200,29229
2000,799,3113,284,30001
2000,2345,1651,165,30003
2000,1246,1410,103,30005
2000,462,1488,124,30007
2000,1434,3008,347,30009
2000,53,573,19,30011
2000,13137,18164,2016,30013
2000,686,2039,160,30015
2000,1501,3156,248,30017
2000,303,750,57,30019
2000,1364,2723,184,30021
2000,2672,1493,369,30023
2000,256,1061,52,30025
2000,1352,4353,289,30027
2000,8329,22519,2991,30029
2000,10009,18833,3198,30031
2000,61,651,32,30033
2000,2211,1709,204,30035
2000,88,405,38,30037
2000,295,1181,114,30039
2000,2760,3392,406,30041
2000,1513,3308,342,30043
2000,278,1057,59,30045
2000,3884,6441,1123,30047
2000,9982,15091,2196,30049
2000,243,752,49,30051
2000,1629,5578,639,30053
2000,758,2656,242,30057
2000,267,827,48,30055
2000,176,698,61,30059
2000,382,1078,179,30061
2000,17241,21474,7861,30063
2000,512,1582,113,30065
2000,2154,4523,729,30067
2000,36,254,16,30069
2000,423,1727,78,30071
2000,792,1948,156,30073
2000,115,860,33,30075
2000,638,1971,223,30077
2000,164,541,41,30079
2000,4451,11241,1546,30081
2000,1018,2858,157,30083
2000,2059,1605,149,30085
2000,1394,1826,203,30087
2000,1165,3144,412,30089
2000,702,1176,87,30091
2000,8967,6299,1437,30093
2000,925,2765,228,30095
2000,305,1450,91,30097
2000,847,2294,173,30099
2000,630,1639,109,30101
2000,106,344,29,30103
2000,1273,2500,190,30105
2000,243,708,48,30107
2000,121,369,28,30109
2000,20370,33922,3207,30111
2000,3686,8162,590,31001
2000,678,2562,128,31003
2000,26,235,11,31005
2000,65,390,7,31007
2000,43,299,7,31009
2000,575,2196,91,31011
2000,1614,3208,267,31013
2000,265,931,46,31015
2000,250,1375,59,31017
2000,3927,11931,603,31019
2000,1223,2056,113,31021
2000,1028,2638,162,31023
2000,3656,6144,480,31025
2000,1062,2989,218,31027
2000,306,1505,64,31029
2000,446,2322,79,31031
2000,844,3207,135,31033
2000,774,2326,115,31035
2000,863,2338,114,31037
2000,857,3232,126,31039
2000,976,4245,193,31041
2000,2695,3119,247,31043
2000,823,2549,249,31045
2000,1740,5511,256,31047
2000,213,783,37,31049
2000,820,1834,138,31051
2000,5021,8871,580,31053
2000,73347,101025,8784,31055
2000,179,801,31,31057
2000,848,2024,126,31059
2000,420,1196,52,31061
2000,244,1102,47,31063
2000,534,1849,48,31065
2000,3516,5538,452,31067
2000,203,963,53,31069
2000,202,718,43,31071
2000,228,757,29,31073
2000,49,324,12,31075
2000,416,839,55,31077
2000,5952,11803,791,31079
2000,1066,3251,174,31081
2000,438,1358,56,31083
2000,66,486,19,31085
2000,312,1126,42,31087
2000,846,3954,159,31089
2000,74,317,18,31091
2000,955,1760,112,31093
2000,1361,2351,135,31095
2000,794,1210,108,31097
2000,680,2333,109,31099
2000,778,2953,118,31101
2000,78,422,13,31103
2000,379,1379,62,31105
2000,1037,2784,157,31107
2000,44650,55514,6968,31109
2000,5205,9220,689,31111
2000,60,336,16,31113
2000,84,284,10,31115
2000,2772,9636,445,31119
2000,48,244,9,31117
2000,848,2380,112,31121
2000,460,1597,81,31123
2000,497,1105,63,31125
2000,1063,2177,129,31127
2000,644,1701,98,31129
2000,2208,4178,276,31131
2000,522,937,60,31133
2000,243,1170,39,31135
2000,934,3575,118,31137
2000,570,2534,104,31139
2000,2612,9861,386,31141
2000,610,1925,78,31143
2000,1188,3680,157,31145
2000,1382,2623,145,31147
2000,141,725,28,31149
2000,2321,2581,243,31151
2000,14637,28979,1662,31153
2000,2852,5688,379,31155
2000,3937,9397,505,31157
2000,2250,4457,309,31159
2000,392,2105,79,31161
2000,564,1072,69,31163
2000,98,629,25,31165
2000,500,1895,91,31167
2000,821,2096,89,31169
2000,55,329,11,31171
2000,924,1040,118,31173
2000,583,1610,70,31175
2000,2550,5758,318,31177
2000,1001,2774,165,31179
2000,584,1302,59,31181
2000,85,351,17,31183
2000,1407,4816,237,31185
2000,7354,11084,1014,32510
2000,2191,6237,395,32001
2000,196100,170932,15166,32003
2000,5837,11193,944,32005
2000,2542,11025,613,32007
2000,116,333,42,32009
2000,150,632,55,32011
2000,1128,3638,264,32013
2000,395,1619,105,32015
2000,461,1372,123,32017
2000,3955,7270,767,32019
2000,916,1227,150,32021
2000,4525,6904,752,32023
2000,476,1221,105,32027
2000,666,1014,118,32029
2000,52097,63640,6564,32031
2000,1069,2234,240,32033
2000,10719,14799,1277,33001
2000,9852,12597,1430,33003
2000,17382,13793,2220,33005
2000,6570,7329,701,33007
2000,18326,18092,2315,33009
2000,77625,80649,7487,33011
2000,30622,30028,3034,33013
2000,61628,65860,6685,33015
2000,25400,21108,2885,33017
2000,8224,9304,1140,33019
2000,52880,35593,2629,34001
2000,202682,152731,11308,34003
2000,99506,72254,5781,34005
2000,127166,62464,7231,34007
2000,22189,23794,1611,34009
2000,28188,18882,1614,34011
2000,185505,66842,7226,34013
2000,61095,42315,3888,34015
2000,118206,43804,5351,34017
2000,21387,32210,2858,34019
2000,83256,46670,5633,34021
2000,154998,93545,10306,34023
2000,131476,119291,11374,34025
2000,88039,111066,7403,34027
2000,102104,105684,8605,34029
2000,90324,61043,5206,34031
2000,13718,12257,997,34033
2000,56232,59725,4420,34035
2000,21353,33277,2860,34037
2000,112003,68554,5816,34039
2000,16543,22172,2086,34041
2000,99461,95249,9609,35001
2000,353,1273,85,35003
2000,6340,11378,431,35005
2000,4127,2752,209,35006
2000,2653,2600,208,35007
2000,3471,8301,197,35009
2000,349,612,21,35011
2000,23912,21263,1478,35013
